,ATC,tensor
639,Z85528,"-0.31759440898895264, -0.09290318191051483, -0.34271326661109924, -0.14173609018325806, 0.06307589262723923, 0.20918026566505432, -0.2932840585708618, -0.037056438624858856, 0.1912977248430252, 0.03624089062213898, -0.04137013480067253, 0.02019534818828106, 0.13288766145706177, -0.11067767441272736, -0.04424934461712837, 0.23570211231708527, 0.16337597370147705, -0.012169480323791504, 0.20516978204250336, 0.26406368613243103, 0.5485588908195496, 0.12478645890951157, -0.060967445373535156, 0.1646617203950882, -0.23541225492954254, 0.25770220160484314, 0.12469502538442612, 0.3512752950191498, 0.14508134126663208, 0.28741705417633057, -0.3452768921852112, -0.24523606896400452, -0.25318118929862976, 0.27851125597953796, 0.1919676661491394, 0.1437254548072815, 0.02343994751572609, 0.12892962992191315, -0.267586886882782, 0.15183517336845398, -0.23888427019119263, -0.28820401430130005, 0.158399298787117, 0.0946672186255455, -0.2016572505235672, -0.2539631128311157, 0.05484475940465927, -0.09647218137979507, 0.18970121443271637, -0.11706207692623138, -0.02243392914533615, -0.03312677890062332, -0.19213929772377014, 0.25058409571647644, -0.32605695724487305, -0.00957952719181776, -0.1697404533624649, 0.12278139591217041, 0.22387689352035522, -0.31994330883026123, 0.25394076108932495, 0.41824865341186523, 0.468126118183136, -0.18358151614665985]"
642,Z9115,"-0.058907054364681244, -0.13608410954475403, 0.08572980761528015, -0.04522548243403435, 0.15725676715373993, -0.07810739427804947, 0.00550052197650075, -0.09529527276754379, 0.013204799965023994, 0.005910138599574566, -0.12116297334432602, 0.10304579883813858, 0.04937400296330452, -0.12739576399326324, -0.05020829662680626, -0.03787647560238838, 0.12606042623519897, 0.049831632524728775, 0.16771605610847473, 0.09590388089418411, 0.2757209837436676, 0.05171843245625496, -0.0013933314476162195, 0.023720599710941315, 0.07060913741588593, 0.06957287341356277, -0.009399634785950184, 0.35178789496421814, -0.049555454403162, 0.015397354029119015, 0.22111941874027252, -0.15158458054065704, 0.17207401990890503, -0.065473273396492, -0.019256848841905594, 0.031865715980529785, -0.10480165481567383, 0.08883090317249298, 0.0091179758310318, 0.11688726395368576, -0.3610721826553345, 0.0360298715531826, -0.15093272924423218, 0.09414346516132355, -0.05620306357741356, -0.041189372539520264, -0.0313870906829834, 0.016261408105492592, 0.01105357613414526, -0.1677468717098236, -0.036455731838941574, -0.008089759387075901, -0.12249498814344406, -0.05677131935954094, -0.015683986246585846, 0.04777566343545914, -0.020243043079972267, -0.08280139416456223, 0.08128645271062851, -0.10471691191196442, 0.25246891379356384, 0.43389442563056946, 0.3224062919616699, -0.03628100827336311]"
643,Z940,"0.13560910522937775, 0.1594187617301941, -0.07038773596286774, 0.08964906632900238, 0.567925751209259, -0.10121852904558182, 0.1356951892375946, -0.19840288162231445, 0.15776018798351288, 0.13545946776866913, -0.0009334844653494656, 0.06121081858873367, -0.038512010127305984, -0.008647404611110687, 0.11385282874107361, -0.05629906803369522, -0.03393259271979332, 0.024177975952625275, 0.11737735569477081, 0.13908345997333527, 0.33621400594711304, 0.16491107642650604, 0.12291131168603897, 0.19893455505371094, -0.22960872948169708, 0.15638935565948486, -0.3082464337348938, 0.2447524070739746, 0.16668783128261566, -0.010991357266902924, -0.009852791205048561, 0.19552350044250488, -0.26408275961875916, -0.050524402409791946, -0.0978088229894638, 0.08881480246782303, -0.07585136592388153, 0.16808661818504333, 0.07058015465736389, -0.21656398475170135, 0.00800616480410099, 0.1346277892589569, 0.0340922512114048, -0.026484427973628044, -0.10758338868618011, -0.0986899733543396, 0.12396536022424698, 0.03306443244218826, 0.506510317325592, 0.11811081320047379, -0.18157508969306946, 0.0030896763782948256, -0.23758959770202637, -0.03687991201877594, -0.0691046416759491, 0.08186455070972443, -0.04887905716896057, 0.06791523098945618, -0.08474250137805939, -0.06938982754945755, -0.007921405136585236, 0.23774559795856476, 0.5345724821090698, -0.06067035347223282]"
644,Z992,"0.054484330117702484, 0.11659885197877884, 0.006029194686561823, -0.150475412607193, 0.02293498069047928, -0.17978505790233612, -0.02437616139650345, -0.07815306633710861, -0.09334362298250198, -0.07431499660015106, -0.06589857488870621, 0.13683807849884033, 0.17599046230316162, 0.0547075979411602, -0.26397618651390076, -0.1393582820892334, 0.19658999145030975, -0.30339255928993225, 0.29152530431747437, 0.30695152282714844, 0.3812851309776306, 0.23557855188846588, 0.15296682715415955, 0.23781923949718475, -0.08922740072011948, -0.11103001236915588, -0.2587987184524536, 0.18054600059986115, 0.029817277565598488, -0.04235679283738136, -0.07810567319393158, -0.015297267585992813, 0.07622069865465164, 0.003965337760746479, -0.056209746748209, -0.1842595934867859, -0.13224470615386963, 0.13706780970096588, 0.13786740601062775, 0.009788302704691887, -0.21339648962020874, -0.051973842084407806, -0.04682888090610504, -0.12027423083782196, 0.27377673983573914, 0.1399618685245514, -0.07084652036428452, -0.06033780053257942, 0.07571040093898773, -0.2773607671260834, -0.012216446921229362, 0.054026346653699875, -0.036963190883398056, -0.011212466284632683, -0.005506277084350586, 0.0015010989736765623, -0.114497110247612, -0.0929328128695488, 0.013278343714773655, -0.01269272156059742, 0.3364908993244171, 0.4615288972854614, 0.33727744221687317, -0.05922757461667061]"
645,C03CA,"-0.18353910744190216, 0.045755092054605484, 0.019748328253626823, 0.14933258295059204, -0.26074865460395813, 0.20922860503196716, 0.012448024936020374, -0.11688035726547241, -0.28326502442359924, -0.02458787150681019, -0.0258328877389431, -0.2443462759256363, -0.229958638548851, -0.2620341181755066, -0.08800720423460007, -0.12072201073169708, -0.02461848221719265, 0.17809727787971497, -0.14277561008930206, 0.14269721508026123, -0.5159991383552551, -0.09890837967395782, 0.020122239366173744, 0.012058014050126076, 0.0443093441426754, 0.027699289843440056, -0.047581009566783905, -0.08812306076288223, 0.2752634882926941, -0.20351286232471466, -0.16652987897396088, -0.17264848947525024, -0.02086089551448822, 0.05245491489768028, 0.00847829133272171, -0.06516724079847336, 0.0236764308065176, -0.012515904381871223, -0.2823129892349243, -0.27787038683891296, 0.38412535190582275, 0.19715218245983124, 0.2923985421657562, -0.07111231237649918, 0.022356662899255753, -0.0613764263689518, 0.07376126199960709, -0.08763212710618973, -0.383993536233902, -0.14206482470035553, -0.09280389547348022, -0.16188646852970123, 0.19149766862392426, 0.1831672489643097, -0.006625447887927294, 0.02780032530426979, 0.3161456286907196, -0.03292200341820717, -0.052000612020492554, 0.08229285478591919, 0.3919755816459656, -0.32527172565460205, 0.15773577988147736, -0.5013386011123657]"
646,C03CB,"0.3318476378917694, -0.2926289141178131, -0.1643788069486618, -0.08881133049726486, 0.29286012053489685, -0.06636006385087967, 0.19012592732906342, -0.08917073160409927, -0.2728956639766693, 0.07650374621152878, 0.3624696731567383, -0.11638205498456955, -0.13569988310337067, 0.07515104860067368, -0.08231913298368454, -0.06138665974140167, 0.04940798878669739, -0.007519303821027279, 0.1802922636270523, 0.39145681262016296, 0.18927298486232758, -0.16154728829860687, -0.20597057044506073, -0.10939225554466248, 0.050057850778102875, 0.06780681759119034, 0.2160099744796753, -0.08109523355960846, 0.28608521819114685, -0.03539726883172989, -0.10113615542650223, 0.08452460169792175, -0.02072078548371792, 0.4433840215206146, -0.03481397405266762, 0.023468676954507828, 0.03475445508956909, 0.013456891290843487, -0.08360322564840317, -0.16222220659255981, 0.24303393065929413, -0.03397887572646141, -0.22099106013774872, 0.08841200917959213, 0.028922846540808678, 0.2872837781906128, -0.07127214968204498, 0.16485174000263214, -0.06004534289240837, 0.15492025017738342, -0.023473994806408882, 0.23288694024085999, 0.052008625119924545, -0.039767324924468994, -0.18101686239242554, 0.043139275163412094, -0.20460502803325653, 0.0026752010453492403, 0.34915024042129517, 0.30690059065818787, 0.374922513961792, 0.35912036895751953, 0.7134004235267639, 0.02089736983180046]"
648,C03CD,"0.2835123836994171, 0.005711771082133055, -0.17055445909500122, 0.04086793586611748, 0.09556589275598526, -0.15075452625751495, -0.04118182510137558, -0.2717812955379486, -0.4502735733985901, 0.18808723986148834, 0.07096952944993973, 0.06397565454244614, -0.17998751997947693, 0.3553791344165802, 0.0083184028044343, -0.07712545990943909, 0.1619846671819687, -0.15600168704986572, -0.0746411606669426, 0.1847258061170578, -0.2985419034957886, -0.3439270555973053, -0.2430431842803955, -0.1453530490398407, 0.15329985320568085, 0.17011284828186035, 0.09288544207811356, 0.09863065928220749, 0.4067552983760834, -0.4389491677284241, -0.034647513180971146, -0.11776845902204514, 0.0013922704383730888, 0.4219885766506195, 0.16317124664783478, -0.22745934128761292, 0.07354019582271576, 0.20022612810134888, -0.6674676537513733, -0.28464463353157043, -0.4926770329475403, 0.19118912518024445, -0.09739463031291962, 0.1312473565340042, -0.04755111038684845, 0.27788323163986206, -0.06412255764007568, 0.15961584448814392, -0.0806443989276886, 0.012870993465185165, -0.07397046685218811, 0.08554887026548386, -0.02175750583410263, -0.01771441660821438, 0.05210408568382263, 0.0032459706999361515, -0.01859109476208687, -0.18206046521663666, -0.1570243090391159, 0.05890040099620819, 0.12526440620422363, 0.3488384783267975, 0.6204324960708618, 0.08371993899345398]"
649,C03CX,"-0.2767970561981201, 0.2418549358844757, 0.1864662915468216, 0.3084200918674469, 0.31851500272750854, -0.2316942662000656, 0.18302156031131744, -0.08058503270149231, -0.13405664265155792, -0.18154889345169067, 0.19266735017299652, -0.0752352625131607, -0.17833872139453888, 0.032883599400520325, 0.04942423477768898, 0.06535504013299942, 0.012138075195252895, -0.018053507432341576, -0.2179240733385086, 0.25649088621139526, 0.06242388114333153, -0.24946483969688416, -0.36656320095062256, -0.17405971884727478, 0.4241328239440918, 0.07327073812484741, 0.02566548064351082, -0.18445941805839539, 0.2823065519332886, 0.017697688192129135, -0.11493110656738281, -0.18754766881465912, -0.09606310725212097, 0.15653473138809204, 0.11938735842704773, -0.00810306891798973, 0.2915485203266144, 0.17323921620845795, -0.32675793766975403, -0.012297741137444973, 0.030593356117606163, 0.08680649101734161, 0.26344767212867737, 0.5853902101516724, -0.21855013072490692, -0.0988776907324791, 0.11158005893230438, 0.07061178237199783, 0.06732504069805145, -0.18491791188716888, -0.02395991049706936, 0.2079789787530899, 0.31735047698020935, 0.13787156343460083, -0.08491187542676926, -0.057923443615436554, -0.06531569361686707, -0.06888512521982193, -0.26532888412475586, 0.07255605608224869, 0.34783923625946045, 0.14931082725524902, 0.6158524751663208, 0.061539314687252045]"
650,C03D,"-0.36665600538253784, 0.6203230023384094, 0.17425593733787537, 0.24854549765586853, -0.19012850522994995, -0.13887913525104523, 0.12156151235103607, 0.4035361111164093, -0.3396029770374298, 0.08906634151935577, -0.018027525395154953, -0.3827874958515167, -0.059614717960357666, -0.015196244232356548, 0.45111456513404846, 0.23300616443157196, 0.22430329024791718, -0.36608994007110596, 0.47030702233314514, -0.01969199813902378, 0.040450070053339005, -0.00023246274213306606, 0.15605351328849792, -0.11396856606006622, -0.28537485003471375, -0.45179805159568787, -0.0716823861002922, 0.45590803027153015, -0.4481082558631897, 0.03267855942249298, -0.03401588648557663, 0.1713818907737732, -0.025802575051784515, -0.4282815456390381, 0.46439698338508606, 0.05910570174455643, 0.0963919386267662, -0.0905531495809555, 0.05683393403887749, -0.23026971518993378, -0.7816410660743713, 0.30934861302375793, 0.11519533395767212, -0.32559189200401306, -0.4058348536491394, 0.1178755983710289, -0.09454339742660522, 0.0617775060236454, -0.22866666316986084, 0.24601703882217407, -0.04766804724931717, -0.02249360829591751, 0.06349783390760422, 0.06846338510513306, -0.009821164421737194, -0.047004036605358124, -0.1584523320198059, 0.09145312011241913, 0.03135526925325394, 0.34402623772621155, 0.14266903698444366, 0.0029943264089524746, 0.5656079053878784, 0.17742539942264557]"
651,C03DA,"-0.14493434131145477, 0.03429684415459633, -0.1369783729314804, 0.10943811386823654, 0.10064629465341568, -0.07259480655193329, 0.2894243001937866, 0.06338180601596832, 0.23082701861858368, 0.17712971568107605, 0.1584118753671646, -0.14252975583076477, -0.11045457422733307, -0.42728331685066223, 0.018585406243801117, 0.05635354295372963, 0.13581959903240204, 0.3675259053707123, 0.22528433799743652, 0.2365754395723343, 0.20283813774585724, 0.5922545194625854, -0.14807887375354767, -0.24210840463638306, -0.16514287889003754, 0.6663485765457153, -0.02290729619562626, -0.025226110592484474, 0.18639105558395386, 0.15539751946926117, 0.2376168668270111, 0.20051924884319305, 0.06764019280672073, 0.48368003964424133, 0.3162265121936798, -0.1338169425725937, 0.1350085735321045, 0.04697134345769882, 0.3837428689002991, 0.33828529715538025, -0.08709362894296646, -0.1252770721912384, -0.14898112416267395, 0.1404685527086258, -0.11954237520694733, 0.2822475731372833, 0.04480108618736267, 0.04480205103754997, 0.060405433177948, -0.4299103915691376, -0.09748067706823349, 0.041806913912296295, 0.052672192454338074, 0.004357358906418085, -0.14226530492305756, -0.023755159229040146, -0.08635701984167099, -0.03267357870936394, -0.0335322804749012, 0.39197081327438354, -0.19339635968208313, -0.5061055421829224, 0.20418113470077515, 0.05897635221481323]"
652,2767,"-0.2217751443386078, -0.08203545957803726, 0.20719322562217712, 0.13054363429546356, -0.9110862016677856, -0.04808172583580017, -0.27518415451049805, -0.5169187784194946, -0.016373757272958755, -0.6052477359771729, -0.09953367710113525, 0.19289369881153107, 0.2079830914735794, -0.2730782926082611, 0.353195458650589, -0.17969773709774017, 0.5106766819953918, 0.04821944981813431, 0.17430448532104492, 0.05041433870792389, -0.1571255773305893, -0.15362896025180817, -0.023610247299075127, -0.13454952836036682, -0.2669280171394348, -0.39464741945266724, -0.08436395972967148, -0.7734375, -0.22760266065597534, 0.13834431767463684, -0.06137799471616745, 0.019069114699959755, 0.26254796981811523, -0.09237663447856903, 0.05400168150663376, 0.015199818648397923, -0.01829223334789276, 0.02799302339553833, -0.09617249667644501, -0.16721908748149872, -0.5700560212135315, 0.3645489513874054, 0.3452964723110199, -0.17996852099895477, -0.008710441179573536, -0.006979459896683693, 0.008899280801415443, -0.16216109693050385, -0.12310092896223068, 0.2815625071525574, 0.1589687019586563, 0.11418354511260986, -0.8112878799438477, -0.19608764350414276, 0.0872882679104805, -0.00027672408032231033, -0.042570147663354874, 0.09109340608119965, 0.06166787073016167, 0.43529215455055237, -0.09777074307203293, -0.10075383633375168, 0.15045598149299622, 0.13421392440795898]"
653,E875,"-0.03617078438401222, -0.18621988594532013, 0.6794527173042297, 0.12080199271440506, -0.7051235437393188, 0.06719201803207397, -0.20319072902202606, -0.4393230080604553, -0.1812405288219452, -0.5857071280479431, -0.2500552833080292, 0.17615434527397156, 0.21875819563865662, -0.2418212592601776, 0.3976333439350128, -0.08247627317905426, 0.1912330687046051, -0.018041623756289482, 0.07159390300512314, -0.16624554991722107, -0.18539543449878693, -0.32853439450263977, -0.15302276611328125, -0.15656328201293945, -0.3834027051925659, -0.33108916878700256, -0.030987128615379333, -0.6584714651107788, -0.32295122742652893, 0.05970703810453415, -0.10259909182786942, -0.028336258605122566, 0.36410677433013916, -0.12703703343868256, 0.11659875512123108, -0.02226397581398487, -0.0594528503715992, -0.15413498878479004, -0.05448251590132713, -0.05826611444354057, -0.5451757311820984, 0.11388982832431793, 0.41958415508270264, -0.014287799596786499, -0.07818738371133804, -0.11483512818813324, -0.002442734781652689, -0.00945616327226162, -0.11720576137304306, 0.38953840732574463, -0.03207717090845108, 0.1264573484659195, -0.7761319875717163, -0.2352689653635025, 0.12997442483901978, 0.11999862641096115, -0.018080051988363266, 0.056598544120788574, 0.020085783675312996, 0.4103659391403198, -0.1409640908241272, -0.15846320986747742, 0.06030578166246414, 0.025965746492147446]"
